# MANUAL REPRICING RECONCILIATION
# Date: 2026-08-13
# Source: Human_Data_Entry (Master_Data_CORRECTED_2026-08-13.xlsx) vs returns_matrix.csv (EDGAR entry_dates)
# Comparison: Re-priced prior close date (column AD) vs EDGAR-anchored prior close date (entry_date from returns_matrix.csv)
# 
# AGREES = human Re-priced prior close date matches EDGAR-anchored prior close date
#   For pre_market releases: EDGAR prior close = entry_date - 1 business day
#   For after_hours / unknown: EDGAR prior close = entry_date itself
# 
# CLASSIFICATION KEY:
#   AGREES_WITH_EDGAR           AD == EDGAR prior close (correct alignment with release timing)
#   ONE_SESSION_APART_PREMARKET AD is 1 business day from EDGAR entry_date; release is pre_market
#   ONE_SESSION_APART_AFTERHOURS AD is 1 business day from EDGAR entry_date; release is after_hours/unknown
#   MULTI_SESSION               AD is >1 business day from EDGAR entry_date
#   LISTING_CURRENCY            Re-priced listing is a non-US exchange (e.g. BARC.L, PUM.DE, AMKBY)
#   NO_EDGAR_DATE               Event not in returns_matrix.csv (human-only / phase-3-only event)
# 
# Note: Column AQ (First Rater for Event) is unpopulated in the workbook.
#   'first_rater_for_event' is derived from row order: first occurrence of each (Company, Year, Quarter).
# 
# Total Human_Data_Entry rows: 420
# Rows with AD date populated: 400
# First-rater-for-event (derived) total: 376
# First-rater-for-event with AD date: 356


# ── PASS 1: ALL ROWS — all raters, all passes, where AD date is present ──

# SUMMARY STATISTICS
metric,value
total_rows_with_ad_date,400
agrees_with_edgar,243
one_session_apart_premarket,5
one_session_apart_afterhours,10
multi_session_apart,4
listing_currency_difference,17
no_edgar_date,121
documented_release_time_rows,150
documented_release_time_agrees_with_edgar,113

# CROSS-TABULATION BY RE-PRICED BASIS STRING
basis_raw,total,agrees,one_session_premarket,one_session_afterhours,multi_session,listing_currency,no_edgar_date
price signal — only this window shows an abnormal move,84,62,1,2,0,1,18
release date + stated time in the document (rater worksheet),60,55,0,0,0,0,5
release date + stated time,49,36,1,0,0,3,9
"price signal, re-derived — only this window shows an abnormal move",33,3,0,0,0,0,30
price signal — both moved; this one dominates,22,15,0,2,0,0,5
document date + price signal,20,6,1,0,2,0,11
release date + stated time in the document (document),18,11,0,0,0,0,7
repriced on the issuer's primary listing,17,4,1,2,0,7,3
price signal,16,11,0,2,2,0,1
recorded price identified against every pulled series,15,11,0,0,0,0,4
"recorded window spanned two sessions, closed to one",14,3,0,0,0,3,8
release time published by the issuer,12,10,0,0,0,1,1
"earnings calendar, seconded independently",12,8,0,2,0,0,2
"earnings calendar, seconded by the issuer's habit",12,4,0,0,0,1,7
release time published by the issuer (section C),9,1,0,0,0,0,8
"price signal, re-derived — both moved; this one dominates",3,1,0,0,0,0,2
"earnings calendar, seconded independently (section C)",2,2,0,0,0,0,0
EDGAR acceptance timestamp on the Item 2.02 8-K,1,0,1,0,0,0,0
the exchange's own publication timestamp,1,0,0,0,0,1,0

# MULTI-SESSION DISAGREEMENTS (>1 business day apart from EDGAR entry_date)
event_key,rater,human_ad_date,edgar_entry_date,calendar_days_diff,edgar_prior_close,basis_raw,release_timing,listing,match_method
Bank of America|2025|Q2,Abdul,2025-07-14,2025-07-16,2,2025-07-15,price signal,pre_market,BAC,event_key
JPMorgan|2025|Q1,Nigel,2025-03-31,2025-04-11,11,2025-04-10,document date + price signal,pre_market,JPM,event_key
JPMorgan|2025|Q1,Abdul,2025-03-31,2025-04-11,11,2025-04-10,document date + price signal,pre_market,JPM,event_key
Lowe's|2026|Q1,Anna,2025-05-20,2026-05-20,365,2026-05-19,price signal,pre_market,LOW,event_key


# ── PASS 2: FIRST RATER FOR EVENT ONLY — first row per (Company, Year, Quarter) ──

# SUMMARY STATISTICS
metric,value
total_rows_with_ad_date,356
agrees_with_edgar,217
one_session_apart_premarket,5
one_session_apart_afterhours,10
multi_session_apart,3
listing_currency_difference,17
no_edgar_date,104
documented_release_time_rows,128
documented_release_time_agrees_with_edgar,97

# CROSS-TABULATION BY RE-PRICED BASIS STRING
basis_raw,total,agrees,one_session_premarket,one_session_afterhours,multi_session,listing_currency,no_edgar_date
price signal — only this window shows an abnormal move,76,54,1,2,0,1,18
release date + stated time in the document (rater worksheet),47,44,0,0,0,0,3
release date + stated time,45,32,1,0,0,3,9
"price signal, re-derived — only this window shows an abnormal move",22,3,0,0,0,0,19
price signal — both moved; this one dominates,21,14,0,2,0,0,5
document date + price signal,19,6,1,0,1,0,11
release date + stated time in the document (document),18,11,0,0,0,0,7
repriced on the issuer's primary listing,17,4,1,2,0,7,3
price signal,16,11,0,2,2,0,1
recorded price identified against every pulled series,15,11,0,0,0,0,4
"recorded window spanned two sessions, closed to one",14,3,0,0,0,3,8
"earnings calendar, seconded by the issuer's habit",12,4,0,0,0,1,7
release time published by the issuer,11,9,0,0,0,1,1
"earnings calendar, seconded independently",11,7,0,2,0,0,2
release time published by the issuer (section C),5,1,0,0,0,0,4
"price signal, re-derived — both moved; this one dominates",3,1,0,0,0,0,2
"earnings calendar, seconded independently (section C)",2,2,0,0,0,0,0
EDGAR acceptance timestamp on the Item 2.02 8-K,1,0,1,0,0,0,0
the exchange's own publication timestamp,1,0,0,0,0,1,0

# MULTI-SESSION DISAGREEMENTS (>1 business day apart from EDGAR entry_date)
event_key,rater,human_ad_date,edgar_entry_date,calendar_days_diff,edgar_prior_close,basis_raw,release_timing,listing,match_method
Bank of America|2025|Q2,Abdul,2025-07-14,2025-07-16,2,2025-07-15,price signal,pre_market,BAC,event_key
JPMorgan|2025|Q1,Nigel,2025-03-31,2025-04-11,11,2025-04-10,document date + price signal,pre_market,JPM,event_key
Lowe's|2026|Q1,Anna,2025-05-20,2026-05-20,365,2026-05-19,price signal,pre_market,LOW,event_key


# ── ROW-LEVEL DETAIL — all rows where AD date is present ──

row_num,company,ticker,year,quarter,rater,first_rater_for_event_derived,price_basis_corrected,re_priced_basis,re_priced_listing,human_ad_date,human_next_open_date,edgar_entry_date,edgar_prior_close,release_timing,calendar_days_diff,classification,match_method,not_corrected_reason
32,McDonald's,MCD,2024,Q4,Meriem,YES,YES,price signal — only this window shows an abnormal move,MCD,2025-02-07,2025-02-10,2025-02-10,2025-02-07,pre_market,3,AGREES_WITH_EDGAR,event_key,
33,McDonald's,MCD,2025,Q4,Meriem,YES,YES,EDGAR acceptance timestamp on the Item 2.02 8-K,MCD,2026-02-11,2026-02-12,2026-02-11,2026-02-10,pre_market,0,ONE_SESSION_APART_PREMARKET,event_key,
34,McDonald's,MCD,2026,Q1,Meriem,YES,YES,release date + stated time,MCD,2026-05-06,2026-05-07,2026-05-07,2026-05-06,pre_market,1,AGREES_WITH_EDGAR,event_key,
35,Apple,AAPL,2025,Q3,Meriem,YES,YES,price signal — both moved; this one dominates,AAPL,2025-07-31,2025-08-01,2025-07-31,2025-07-31,after_hours,0,AGREES_WITH_EDGAR,event_key,
36,Apple,AAPL,2025,Q4,Meriem,YES,YES,"earnings calendar, seconded independently (section C)",AAPL,2025-10-30,2025-10-31,2025-10-30,2025-10-30,after_hours,0,AGREES_WITH_EDGAR,event_key,
37,Apple,AAPL,2026,Q1,Meriem,YES,YES,price signal — only this window shows an abnormal move,AAPL,2026-01-29,2026-01-30,2026-01-29,2026-01-29,after_hours,0,AGREES_WITH_EDGAR,event_key,
38,Coca-Cola,KO,2025,Q2,Meriem,YES,YES,release date + stated time,KO,2025-07-21,2025-07-22,2025-07-22,2025-07-21,pre_market,1,AGREES_WITH_EDGAR,event_key,
39,Coca-Cola,KO,2025,Q4,Meriem,YES,YES,release date + stated time,KO,2026-02-09,2026-02-10,2026-02-10,2026-02-09,pre_market,1,AGREES_WITH_EDGAR,event_key,
40,Coca-Cola,KO,2026,Q1,Meriem,YES,YES,release date + stated time,KO,2026-04-27,2026-04-28,2026-04-28,2026-04-27,pre_market,1,AGREES_WITH_EDGAR,event_key,
41,Bank of America,BAC,2025,Q1,Abdul,YES,YES,price signal — only this window shows an abnormal move,BAC,2025-04-14,2025-04-15,2025-04-15,2025-04-14,pre_market,1,AGREES_WITH_EDGAR,event_key,
42,Bank of America,BAC,2025,Q2,Abdul,YES,YES,price signal,BAC,2025-07-14,2025-07-15,2025-07-16,2025-07-15,pre_market,2,MULTI_SESSION,event_key,
43,Bank of America,BAC,2025,Q3,Abdul,YES,YES,price signal — both moved; this one dominates,BAC,2025-10-14,2025-10-15,2025-10-15,2025-10-14,pre_market,1,AGREES_WITH_EDGAR,event_key,
44,Bank of America,BAC,2025,Q4,Abdul,YES,YES,price signal — only this window shows an abnormal move,BAC,2026-01-13,2026-01-14,2026-01-14,2026-01-13,pre_market,1,AGREES_WITH_EDGAR,event_key,
45,AMD,AMD,2026,Q1,David,YES,YES,release date + stated time in the document (rater worksheet),AMD,2026-05-05,2026-05-06,2026-05-05,2026-05-05,after_hours,0,AGREES_WITH_EDGAR,event_key,
46,AMD,AMD,2025,Q2,David,YES,YES,release date + stated time in the document (rater worksheet),AMD,2025-08-05,2025-08-06,2025-08-05,2025-08-05,after_hours,0,AGREES_WITH_EDGAR,event_key,
47,AMD,AMD,2025,Q4,David,YES,YES,release date + stated time in the document (rater worksheet),AMD,2026-02-03,2026-02-04,2026-02-03,2026-02-03,after_hours,0,AGREES_WITH_EDGAR,event_key,
48,Airbnb,ABNB,2025,Q2,Anna,YES,YES,price signal — only this window shows an abnormal move,ABNB,2025-08-06,2025-08-07,2025-08-06,2025-08-06,after_hours,0,AGREES_WITH_EDGAR,event_key,
49,Airbnb,ABNB,2025,Q3,Anna,YES,YES,price signal — only this window shows an abnormal move,ABNB,2025-11-06,2025-11-07,2025-11-06,2025-11-06,after_hours,0,AGREES_WITH_EDGAR,event_key,
50,JPMorgan,JPM,2025,Q1,Nigel,YES,YES,document date + price signal,JPM,2025-03-31,2025-04-01,2025-04-11,2025-04-10,pre_market,11,MULTI_SESSION,event_key,
51,JPMorgan,JPM,2025,Q2,Nigel,YES,YES,release time published by the issuer,JPM,2025-07-14,2025-07-15,2025-07-15,2025-07-14,pre_market,1,AGREES_WITH_EDGAR,event_key,
52,JPMorgan,JPM,2025,Q3,Nigel,YES,YES,release time published by the issuer,JPM,2025-10-13,2025-10-14,2025-10-14,2025-10-13,pre_market,1,AGREES_WITH_EDGAR,event_key,
53,JPMorgan,JPM,2025,Q4,Nigel,YES,YES,release time published by the issuer,JPM,2026-01-12,2026-01-13,2026-01-13,2026-01-12,pre_market,1,AGREES_WITH_EDGAR,event_key,
54,JPMorgan,JPM,2025,Q1,Abdul,NO,YES,document date + price signal,JPM,2025-03-31,2025-04-01,2025-04-11,2025-04-10,pre_market,11,MULTI_SESSION,event_key,
55,JPMorgan,JPM,2025,Q3,Abdul,NO,YES,release time published by the issuer,JPM,2025-10-13,2025-10-14,2025-10-14,2025-10-13,pre_market,1,AGREES_WITH_EDGAR,event_key,
56,JPMorgan,JPM,2026,Q1,Abdul,YES,YES,release time published by the issuer,JPM,2026-04-13,2026-04-14,2026-04-14,2026-04-13,pre_market,1,AGREES_WITH_EDGAR,event_key,
57,IBM,IBM,2025,Q2,Meriem,YES,YES,price signal — only this window shows an abnormal move,IBM,2025-07-23,2025-07-24,2025-07-23,2025-07-23,after_hours,0,AGREES_WITH_EDGAR,event_key,
58,IBM,IBM,2025,Q4,Meriem,YES,YES,price signal — only this window shows an abnormal move,IBM,2026-01-28,2026-01-29,2026-01-28,2026-01-28,after_hours,0,AGREES_WITH_EDGAR,event_key,
59,IBM,IBM,2026,Q1,Meriem,YES,YES,price signal — both moved; this one dominates,IBM,2026-04-22,2026-04-23,2026-04-22,2026-04-22,after_hours,0,AGREES_WITH_EDGAR,event_key,
60,Target,TGT,2025,Q2,Anna,YES,YES,release date + stated time,TGT,2025-08-19,2025-08-20,2025-08-20,2025-08-19,pre_market,1,AGREES_WITH_EDGAR,event_key,
61,Target,TGT,2025,Q1,Anna,YES,YES,release date + stated time,TGT,2025-05-20,2025-05-21,2025-05-21,2025-05-20,pre_market,1,AGREES_WITH_EDGAR,event_key,
62,Target,TGT,2025,Q3,Anna,YES,YES,release date + stated time,TGT,2025-11-18,2025-11-19,2025-11-19,2025-11-18,pre_market,1,AGREES_WITH_EDGAR,event_key,
63,Target,TGT,2026,Q1,Anna,YES,YES,release date + stated time,TGT,2026-05-19,2026-05-20,2026-05-20,2026-05-19,pre_market,1,AGREES_WITH_EDGAR,event_key,
64,Nike,NKE,2025,Q1,Meriem,YES,YES,price signal — only this window shows an abnormal move,NKE,2024-10-01,2024-10-02,2024-10-01,2024-10-01,after_hours,0,AGREES_WITH_EDGAR,event_key,
65,Nike,NKE,2025,Q2,Meriem,YES,YES,"earnings calendar, seconded independently",NKE,2024-12-19,2024-12-20,2024-12-19,2024-12-19,after_hours,0,AGREES_WITH_EDGAR,event_key,
66,Nike,NKE,2025,Q3,Meriem,YES,YES,price signal — only this window shows an abnormal move,NKE,2025-03-20,2025-03-21,2025-03-20,2025-03-20,after_hours,0,AGREES_WITH_EDGAR,event_key,
67,Lululemon,LULU,2025,Q3,Meriem,YES,YES,price signal — both moved; this one dominates,LULU,2025-12-11,2025-12-12,2025-12-11,2025-12-11,after_hours,0,AGREES_WITH_EDGAR,event_key,
68,Lululemon,LULU,2025,Q4,Meriem,YES,YES,"earnings calendar, seconded independently (section C)",LULU,2026-03-17,2026-03-18,2026-03-17,2026-03-17,after_hours,0,AGREES_WITH_EDGAR,event_key,
69,Lululemon,LULU,2026,Q1,Meriem,YES,YES,price signal — both moved; this one dominates,LULU,2026-06-04,2026-06-05,2026-06-04,2026-06-04,after_hours,0,AGREES_WITH_EDGAR,event_key,
70,Airbnb,ABNB,2026,Q1,Anna,YES,YES,price signal — only this window shows an abnormal move,ABNB,2026-05-07,2026-05-08,2026-05-07,2026-05-07,after_hours,0,AGREES_WITH_EDGAR,event_key,
71,Lowe's,LOW,2025,Q1,Anna,YES,YES,release date + stated time in the document (document),LOW,2026-05-19,2026-05-20,2026-05-20,2026-05-19,pre_market,1,AGREES_WITH_EDGAR,event_key,
72,Walmart,WMT,2025,Q1,Abdul,YES,YES,price signal — only this window shows an abnormal move,WMT,2025-05-14,2025-05-15,2025-05-15,2025-05-14,pre_market,1,AGREES_WITH_EDGAR,event_key,
73,Walmart,WMT,2025,Q2,Abdul,YES,YES,price signal — only this window shows an abnormal move,WMT,2025-08-20,2025-08-21,2025-08-21,2025-08-20,pre_market,1,AGREES_WITH_EDGAR,event_key,
74,Walmart,WMT,2025,Q3,Abdul,YES,YES,price signal — only this window shows an abnormal move,WMT,2025-11-19,2025-11-20,2025-11-20,2025-11-19,pre_market,1,AGREES_WITH_EDGAR,event_key,
75,Walmart,WMT,2025,Q4,Abdul,YES,YES,price signal — only this window shows an abnormal move,WMT,2026-02-18,2026-02-19,2026-02-19,2026-02-18,pre_market,1,AGREES_WITH_EDGAR,event_key,
76,Walmart,WMT,2026,Q1,Abdul,YES,YES,price signal — both moved; this one dominates,WMT,2026-05-20,2026-05-21,2026-05-21,2026-05-20,pre_market,1,AGREES_WITH_EDGAR,event_key,
77,Citigroup,C,2025,Q1,Nigel,YES,YES,"earnings calendar, seconded by the issuer's habit",C,2025-04-14,2025-04-15,2025-04-15,2025-04-14,pre_market,1,AGREES_WITH_EDGAR,event_key,
78,Citigroup,C,2025,Q2,Nigel,YES,YES,document date + price signal,C,2025-07-14,2025-07-15,2025-07-15,2025-07-14,pre_market,1,AGREES_WITH_EDGAR,event_key,
79,Citigroup,C,2025,Q3,Nigel,YES,YES,"earnings calendar, seconded by the issuer's habit",C,2025-10-13,2025-10-14,2025-10-14,2025-10-13,pre_market,1,AGREES_WITH_EDGAR,event_key,
80,Citigroup,C,2025,Q4,Nigel,YES,YES,price signal,C,2026-01-13,2026-01-14,2026-01-14,2026-01-13,pre_market,1,AGREES_WITH_EDGAR,event_key,
